label,embedding
2,2.794204:0.0:0.0:7.6444206:0.0:0.0:0.0:7.4221115:0.0:0.0:0.0:0.0:0.0:0.0:6.694993:0.0:0.0:0.0:1.5310266:0.0:6.000119:3.6623554:0.0:1.5266048:0.0:1.6869932:0.0:0.0:7.158358:5.2417755:1.1396272:4.4155645:0.0:0.0:0.0:2.5547323:0.0:0.0:0.0:0.0:0.0:0.0:4.8604813:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.476028:0.0:0.0:0.0:0.0:0.0:0.0:6.0880804:0.0:0.0:0.0:0.0:0.0:0.0:3.171146:0.0:0.0:1.5759045:0.14438666:0.41008008:7.0417304:0.17584872:8.152304:0.0:0.0:0.0:0.0:0.0:4.5427794:0.7515923:2.0342903:2.975787:0.0:0.0:0.0:5.232463:5.5112963:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.5198927:0.0:0.0:3.3314307:0.0:0.0:0.0:3.2408874:0.0:0.0:0.0:4.8237405:0.0:1.5351909:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.88653004:0.0:2.5062535:1.9030265:0.0:2.7653968:2.7906847:1.2114469:0.0:0.0:1.287716:5.280249:5.621186:3.4633636:0.0:0.0:0.0:2.2310472:0.0:0.0:0.0:0.0:0.0:0.0:7.7513:1.6090542:0.66944796:0.0:0.0:0.0:0.60405034:0.0:0.0:0.0:0.60514265:0.0:0.0:0.0:0.0:5.1775417:0.0:0.0:0.0:0.0:0.0:4.0354323:3.106046:0.0:0.0:0.0:5.1712604:7.379218:6.2841153:4.1248345:3.149208:0.0:0.9293859:0.65672755:3.80351:0.0:2.1656706:2.7372384:2.6399379:8.368412:0.0:0.0:0.0:0.0:6.391375:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.791163:0.0:0.0:4.3598866
1,1.2672485:3.5838084:0.0:0.1564005:0.0:0.0:0.0:5.554246:0.0:0.0:0.0:0.0:0.0:0.0:5.2428102:0.0:0.0:0.0:0.72855204:0.0:6.059482:4.192776:0.0:0.0:0.0:0.85389847:0.0:0.0:5.4734597:5.5435677:8.204458:5.8316603:0.0:0.0:0.0:5.586374:0.0:0.0:0.0:0.0:0.0:0.0:3.2083676:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.38297442:0.0:0.0:9.927204:0.0:0.0:0.6679361:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.2366705:0.0:8.10942:0.0:2.8349102:0.0:0.0:2.4728472:0.0:0.0:3.5821311:0.0:2.12946:3.7425303:0.0:0.0:0.0:3.1066778:7.4174666:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:5.461387:0.0:0.0:0.0:0.93232906:0.0:0.0:0.92660457:0.0:2.165809:1.7941936:3.024189:0.0:3.3025723:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:5.6027412:0.0:0.0:4.9137673:0.0:0.0:0.0:0.0:3.47719:4.8998404:12.315173:1.795273:0.0:0.0:0.0:5.357481:4.9452586:0.0:0.0:0.0:0.0:0.0:5.659666:0.0:2.2871153:0.0:0.13473764:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.664103:0.0:0.0:0.0:0.0:0.0:0.0:4.7318034:0.0:0.0:0.0:0.0:7.671172:1.8965452:1.8605572:1.7283021:4.1304903:0.0:0.8105014:0.0:0.0:0.0:0.0:2.3984644:4.712903:4.491187:0.0:0.0:0.0:0.0:9.2725315:0.2236339:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:6.3391895:2.6690457:0.0:0.0
2,2.019855:0.0:0.0:6.0433044:0.0:1.1707988:0.0:3.268958:0.0:0.0:0.0:0.0:0.0:0.0:0.7315318:0.0:0.0:0.0:0.0:0.0:3.6318648:4.817575:0.0:0.0:0.0:3.614805:0.0:0.0:3.4369707:5.638363:2.900648:3.1626952:0.0:0.0:0.0:3.7631555:0.0:0.0:0.0:0.0:0.0:0.0:3.0685747:0.58441794:0.0:0.0:0.0:0.0:0.606599:0.0:0.2672004:0.0:0.0:0.0:0.0:0.0:0.0:7.1322145:0.0:0.0:0.0:0.0:0.0:0.5143879:2.5704327:0.0:0.0:1.1684322:2.061603:2.005084:7.2484837:3.4190495:4.6150413:0.0:0.0:1.6315714:0.48753962:0.0:4.3752775:3.849037:0.0:3.7298036:0.0:0.0:0.0:3.1304939:3.251061:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.8878644:0.0:0.0:3.9201977:0.0:3.0558293:0.0:0.9650907:0.0:0.0:2.3686368:0.0:0.0:0.96135116:0.42262727:0.0:0.0:0.0:0.7644804:0.0:0.0:0.0:0.0:0.0:5.036432:0.0:0.0:3.7986476:3.3891602:0.0:0.0:0.0:1.4462972:4.092689:11.5702715:0.0:0.0:0.0:0.0:3.0663533:5.412426:0.0:0.0:0.0:0.0:0.0:7.5504:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.816591:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:6.498712:0.0:0.0:0.0:0.0:6.6915116:0.9979453:1.3247025:0.0:0.0:0.0:3.7875056:0.99335647:0.0:0.0:0.12444744:2.154077:3.3512857:5.7706466:0.0:0.0:0.0:0.0:5.5156865:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.9754555:0.0:0.0
2,3.128376:0.0:0.0:3.3315537:0.0:1.2097037:0.0:9.293416:0.0:0.0:0.0:0.0:0.0:0.0:5.1784334:0.0:0.0:0.0:2.5355487:0.7670332:5.4408054:3.0937397:0.0:0.0:0.0:0.0:0.0:0.0:6.613047:7.7574735:6.7041807:3.5109963:0.0:0.0:0.0:6.0704875:0.0:0.0:0.0:0.0:0.0:0.0:3.9028926:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.047087725:0.0:0.0:0.0:0.0:0.0:0.0:6.9057064:0.0:0.0:0.87231183:0.0:0.0:0.0:1.1005635:0.0:0.0:0.0:3.5736494:1.9548699:8.272549:0.8003869:5.3484015:0.0:0.0:0.0:0.0:0.0:4.686027:0.9760624:4.3182955:4.9832025:0.0:0.0:0.0:4.875358:9.339155:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.704449:0.0:0.0:0.21750896:0.0:0.0:0.0:2.2509243:0.0:0.0:0.0:6.6173887:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.6028876:0.83062303:2.7798967:3.613387:0.0:5.884339:1.7959012:0.0:0.0:0.0:2.4007359:3.6423051:2.6811:2.8251293:0.0:0.0:0.0:1.2147149:0.0:0.0:0.0:0.0:0.0:0.0:5.2826366:0.0:0.3074586:0.0:0.0:0.0:0.7718901:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.19998527:1.6296837:0.0:0.0:1.7624038:0.0:0.0:1.8036599:0.24137875:0.0:0.0:0.0:5.2961726:8.9357815:5.7208796:2.3063395:4.19715:0.0:0.0:0.0:1.209184:0.0:4.237851:4.3151717:5.7587857:4.9598975:0.0:0.0:0.0:0.9301139:4.7991896:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:6.0699677:0.0:0.0:3.7983532
2,1.2438712:0.0:0.0:0.0:0.0:7.318529:0.0:15.330249:0.0:0.0:2.456212:0.0:0.0:0.0:10.133821:0.0:0.0:0.0:1.2053744:0.0:11.0069275:1.5761863:0.0:7.693952:0.0:3.6430652:0.0:0.0:7.999531:9.98185:8.451093:0.0:0.0:0.0:0.0:9.832052:0.0:0.0:0.0:0.0:0.0:3.3943186:0.026557624:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.886628:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:10.219673:7.5596466:0.0:8.914476:0.0:0.0:0.0:0.34705803:0.0:1.9390485:7.0216937:0.0:0.0:0.0:0.0:0.0:7.2097116:11.89244:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:8.12662:0.0:0.0:0.0:2.7093642:0.0:0.0:0.0:0.0:20.405:0.0:12.432011:0.0:3.2425995:1.9626579:3.2700038:0.0:0.0:0.0:0.0:0.0:0.0:5.720727:0.0:6.694689:0.0:0.0:4.762643:0.0:0.0:0.0:0.0:11.161763:8.360624:23.50234:0.0:0.0:0.0:0.0:21.370333:0.62605095:0.0:0.0:0.0:0.0:0.24929355:0.0:0.0:4.71363:0.0:3.0133514:0.0:1.7231066:0.0:0.0:0.0:0.0:0.0:0.0:1.2273135:3.6562245:0.0:0.0:0.0:0.0:0.0:0.0:0.43078622:0.0:7.590741:0.0:0.0:9.5530615:15.719295:7.0416236:4.152097:0.75758564:0.0:0.0:0.0:7.1549973:0.0:0.0:13.753001:3.1097414:6.183036:0.0:0.0:0.0:0.0:16.68415:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.0006855:15.090448:14.6143675:0.0:0.0
1,2.419331:0.0:0.0:7.414949:0.0:0.13524736:0.0:6.737253:0.0:0.0:0.0:0.0:0.0:0.0:3.4762223:0.0:0.0:0.0:1.9263064:1.2786794:3.575766:1.8900813:0.0:0.0:0.0:2.881998:0.0:0.0:6.3127337:7.767427:2.0403545:6.1218495:0.0:0.0:0.0:4.1802106:0.0:0.883571:0.0:0.0:0.0:0.0:5.764918:1.4880608:0.0:0.0:0.0:0.0:0.0:0.0:0.9537346:0.0:0.0:0.0:0.0:0.0:0.0:8.710905:0.0:0.0:0.0:0.0:0.0:0.0:3.1270313:0.0:0.0:1.2543108:2.754004:2.143675:6.0896935:3.4782057:6.048719:0.0:0.7840212:0.0:0.0:0.0:5.534679:0.0:4.196163:6.699438:0.0:0.0:0.0:6.796167:9.214121:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.058997:0.0:0.0:4.808475:0.0:2.3001251:1.8831203:0.0:0.0:0.0:1.4639281:1.1581525:0.0:4.437055:0.36014828:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.9947977:2.7808447:0.0:2.1255531:0.0:3.6826663:3.2904048:0.0:0.0:0.0:0.0:0.3509894:8.560567:4.232767:0.0:0.0:0.0:3.3859234:0.32291758:0.0:0.0:1.38592:0.0:0.0:9.6203:0.0:1.3886218:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.4287815:0.0:0.0:1.061007:0.0:0.0:0.0:0.0:9.726952:8.807056:3.554935:0.71500564:0.19929837:0.0:3.7687302:1.7101719:2.1698463:0.0:0.0:3.3554873:5.773732:9.631187:0.0:0.0:0.0:0.13127023:10.441843:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.068898:0.0:0.0:2.044671
1,0.010097854:3.9467156:0.0:4.915012:0.0:0.0:0.0:11.88389:0.0:0.0:0.46331212:0.0:0.0:0.0:15.33997:0.0:0.0:0.0:6.634524:0.0:9.32471:0.44207385:2.8027482:0.0:0.0:0.0:0.0:0.0:11.596362:6.781808:5.861429:4.1034265:0.0:3.9674299:0.0:1.3683821:0.0:0.0:0.0:0.0:1.0489203:0.0:6.748168:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:5.96821:0.0:0.0:6.224632:0.0:0.2528845:0.0:1.2704663:0.0:0.0:3.8121357:4.918004:0.23183404:10.7049675:1.1829424:8.650069:0.0:0.0:0.0:0.0:0.0:1.4280378:0.0:0.0:0.91715866:0.0:0.0:0.0:11.965807:6.69504:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.829629:0.0:0.0:1.377721:0.0:0.0:0.0:2.0358887:0.0:0.0:0.06417205:6.082754:0.0:2.3002264:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.0638702:1.895016:0.0:1.0853089:0.0:2.374429:5.5765676:0.0:0.0:0.0:0.0:3.3886611:8.3123255:5.740812:0.0:0.0:0.0:2.58932:0.0:0.0:0.0:0.0:0.0:0.0:9.685033:1.607744:1.8143895:0.0:0.0:0.0:3.3372235:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:7.6509933:0.0:0.0:0.0:0.0:0.0:2.8867018:3.8504243:0.0:0.0:0.0:8.565376:12.897571:6.2383413:3.5804956:1.1381644:0.0:1.791768:0.16178474:5.74244:0.0:3.6654487:3.4016283:3.6198797:10.264806:0.0:0.0:0.0:0.0:9.082913:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.772931:0.0:0.0:2.6848361
3,3.905131:0.0:0.0:7.361964:0.0:0.8280541:0.0:6.8570037:0.0:0.0:0.0:0.0:0.0:0.0:2.386602:0.0:0.0:0.0:0.0:0.0:4.354835:7.1446195:0.0:7.4436526:0.0:2.6891472:0.0:0.0:5.7540417:7.5767927:4.1914463:3.78682:0.0:0.0:0.0:4.6162305:0.0:0.0:0.0:0.0:0.0:0.0:1.2890726:0.0:0.0:0.0:0.0:0.0:3.0102694:0.0:0.7009281:0.0:0.0:0.0:0.0:0.0:0.0:5.3654504:0.0:0.0:0.0:0.0:0.0:0.60449797:2.3357766:0.0:0.0:0.0:2.971583:3.0532198:9.752786:3.858034:8.464169:0.0:0.0:0.0:0.40617624:0.0:7.7296133:7.9978523:2.6332862:4.984181:0.0:0.0:0.0:0.0:3.933864:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:5.066024:0.0:0.0:4.4550076:1.9038248:0.0:0.0:5.158686:0.0:0.0:0.0:7.545617:0.0:0.0:0.0:0.0:0.0:0.0:4.7079954:0.0:0.0:0.0:0.0:0.0:4.70467:1.8304309:0.0:0.0:0.0:3.3647137:0.0:0.0:4.7069664:3.8172596:1.0394506:4.322489:0.0:0.0:0.0:0.65946805:0.0:0.2616274:0.0:0.0:0.0:0.0:7.2229753:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.6625959:0.0:0.8743972:0.0:0.0:0.0:0.0:8.398327:0.0:0.0:0.0:0.0:0.0:1.4200101:3.8273048:0.0:0.0:0.65859854:0.9685348:2.9482038:8.221683:0.79169023:4.3768783:0.0:0.0:2.2833123:0.0:0.0:3.4066012:0.0:0.56609666:3.2694762:0.0:0.0:0.0:4.9470844:4.384664:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.9234939:0.0:0.0:4.8199058
3,1.5262628:0.0:0.0:1.0839154:0.0:1.5494603:0.0:5.3518305:0.0:0.0:0.0:0.0:0.0:0.0:1.5088222:0.0:0.0:0.0:0.0:0.0:5.3567677:5.6334486:0.0:1.0802118:0.6778618:2.3504543:0.0:0.0:3.544716:5.6602235:7.6377:3.1720278:0.0:0.0:0.0:6.124044:0.0:0.0:0.0:0.0:0.0:0.0:2.2857516:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:7.3016243:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.1656327:3.3329248:8.217569:0.0:2.2081962:0.0:0.0:0.0:1.1300352:0.0:3.4485264:3.258419:2.3078568:4.662466:0.0:0.0:0.0:3.0933392:6.1386776:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:5.000929:0.0:0.0:0.0:0.0:0.4815505:0.0:2.5686877:0.0:0.0:0.7973105:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.1903436:0.0:0.0:0.0:0.0:0.0:2.608579:3.3854966:0.0:4.0434623:1.9076033:1.136222:0.0:0.0:0.99548095:5.002275:1.8200083:5.1753836:0.0:0.0:0.0:2.0454938:0.0:0.0:0.0:0.0:0.0:0.0:2.7561915:1.2545605:0.0:2.0722473:0.0:0.0:1.5592912:0.0:0.0:0.0:0.34736723:0.0:1.350627:0.0:0.0:6.5790625:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.4452696:1.5102127:3.4171307:0.0:2.342498:0.0:0.0:0.0:0.0:0.0:2.6224499:1.3290128:0.0:2.0702276:0.0:0.0:0.0:0.0:4.1342196:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.4685054:0.0:0.0:1.7255572
3,0.7427193:0.0:0.0:5.330956:0.0:4.08267:0.0:7.088381:0.0:0.50197446:0.0:0.0:0.0:0.0:0.70955795:0.0:0.0:0.0:1.2654047:1.8832722:4.700041:2.261945:0.0:0.0:2.1302028:2.5103667:0.0:0.0:5.427757:9.310384:5.9288206:2.822374:0.0:0.0:0.0:7.29473:0.0:1.1820575:0.0:0.0:0.0:0.0:3.6079094:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:10.130571:0.0:0.0:0.0:0.0:0.0:0.0:2.0251303:0.0:0.0:0.0:3.2537043:3.422152:8.228335:3.421819:3.9525716:0.0:1.4638838:0.0:2.722235:0.0:6.023108:1.8297638:3.3996499:8.120873:0.0:0.28855604:0.0:6.833392:11.340635:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.8014507:0.0:0.0:1.4860543:0.0:0.0:0.038904667:1.9046279:0.0:2.8371923:0.0:14.689298:0.0:3.5985243:0.0:0.0:0.0:0.0:0.9239407:0.0:0.0:0.0:1.9332411:6.342321:0.18190567:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.00493:5.8381042:7.5413337:0.0:0.0:1.2390858:0.0:6.4771323:0.0:0.88865924:0.0:0.0:0.0:0.0:9.419967:0.0:0.93811935:0.0:0.0:0.0:0.0:0.0:1.8675073:0.0:0.0:0.0:0.0:0.0:0.0:3.1623797:0.0:0.0:0.8652587:0.0:0.0:3.5356557:6.9386177:0.0:0.0:0.0:6.372285:5.951685:4.5972486:5.424936:6.386029:0.0:8.217543:0.0:0.0:0.0:0.0:1.1100937:7.905701:10.314137:0.0:0.0:0.0:0.0:9.473865:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:6.3789682:0.0:0.0:2.5378063
3,5.5598335:0.0:0.0:5.381205:0.0:0.3677878:0.0:14.597702:0.0:0.0:0.0:0.0:0.0:0.0:6.1735153:0.0:0.0:0.0:1.4504837:0.0:7.9882865:3.7606087:0.0:11.303484:0.0:2.966386:0.0:0.0:10.726529:8.107873:2.4722567:1.1855603:0.0:0.0:0.0:3.8584595:0.0:0.0:0.0:0.0:0.0:0.0:1.2716302:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.8413384:0.0:0.0:0.0:0.0:0.0:0.0:3.3386612:0.0:0.0:0.0:0.0:0.0:0.18643427:5.0453625:0.0:0.0:0.0:0.0:2.8229418:10.296131:0.6377633:13.041052:0.0:0.0:0.0:0.0:0.0:5.0387707:7.5447345:1.7133886:1.3739369:0.0:0.0:2.4405453:0.0:6.5707684:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:10.752008:0.0:0.0:4.2652807:2.473046:0.0:0.0:0.0:0.0:2.6533227:0.0:9.017508:0.0:0.0:0.0:0.0:0.0:0.0:3.956411:0.0:0.0:0.0:0.36281997:0.0:2.4585478:5.485248:0.0:4.1323295:0.0:0.0:0.0:0.0:2.1290355:0.0:5.035676:0.0:0.0:0.0:0.0:4.187874:0.0:0.0:0.0:0.3150645:0.0:4.1776056:1.84088:0.0:0.18808976:0.0:0.0:0.0:3.5883036:0.0:0.0:0.0:0.0:0.0:0.0:1.4510969:0.0:0.0:0.0:0.0:3.85488:0.0:0.0:4.197902:0.0:0.0:0.0:0.0:2.4467235:9.55367:4.501904:0.8940485:5.0331545:0.0:0.0:1.0387725:0.0:0.0:4.583355:8.234137:3.7151585:3.778929:0.0:0.0:0.0:0.0:2.3852243:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:6.2033043:0.0:0.0:3.5348632
2,2.2503214:0.0:0.0:4.5913916:0.0:0.0:0.0:3.838494:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.136753:1.7210331:3.8875632:0.0:5.3598857:0.0:0.93776363:0.0:0.0:0.98689973:4.5029545:3.5152555:2.5749705:0.0:0.0:0.0:0.0:0.0:1.1483948:0.0:1.8130778:0.0:0.0:3.795993:2.8548717:0.0:0.0:0.0:0.0:4.0348806:0.0:0.0:0.0:0.805523:0.0:0.0:0.0:0.0:4.059473:0.18849736:0.0:0.0:0.0:0.0:1.2563127:2.915411:0.0:0.0:2.0243404:3.772642:2.198085:2.5189474:4.482666:4.5312433:0.0:1.2357125:1.0534483:0.0:0.0:3.7115562:3.5163734:2.5194762:6.153034:0.0:0.0:0.0:0.0:3.392312:0.0:0.0:0.42310393:0.0:0.0:0.0:0.0:0.0:0.0:0.9504497:0.0:0.0:6.0232835:0.24440444:0.0:0.0:0.0:0.0:0.0:0.0:7.1440983:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.09348681:5.118884:3.1078641:0.0:0.0:8.90543:0.0:0.0:0.0:0.0:0.0:4.0083537:8.574697:0.96341205:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.950978:0.0:0.0:8.633593:2.658276:2.216276:0.0:0.0:0.0:5.2974052:0.0:0.0:0.0:1.8008662:0.0:0.0:0.0:0.0:2.897123:0.0:0.0:0.0:0.0:0.0:6.3167825:3.0934978:0.0:0.0:0.0:8.459405:6.7476115:1.6292465:5.1964006:3.5017602:0.0:7.698736:0.0:0.0:0.0:1.1653588:4.2314277:5.9985003:11.521301:0.0:0.0:0.0:0.0:6.5991983:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.2520218:0.30691123:0.0:6.3448434
3,7.4801965:0.0:0.0:13.785734:0.0:4.288629:0.0:9.440473:0.0:0.0:0.0:0.0:0.0:0.0:1.4377476:0.0:0.0:0.0:0.15799396:0.0:4.8513165:8.195699:0.0:3.4685278:0.0:6.933914:0.0:0.0:7.3695307:10.42478:3.8193576:4.379106:0.0:0.0:0.0:1.9655653:0.0:1.8679186:0.0:0.0:0.0:0.0:3.0353038:2.398565:0.0:0.0:0.0:0.0:1.9055219:0.0:0.089511335:0.0:0.0:0.0:0.0:0.0:0.0:10.471972:0.0:0.0:0.0:0.0:0.0:0.0:8.038614:0.0:0.0:2.711687:2.1164286:5.4081945:12.322925:6.7185316:10.743957:0.0:0.0:0.8273753:0.06192402:0.0:9.887221:8.656556:4.5583563:9.824192:0.0:0.0:2.7988846:6.805596:6.0811963:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:7.6365876:0.0:0.0:8.787202:0.0:6.857767:0.0:0.112832904:0.0:0.0:0.0:7.925277:0.0:4.283771:0.0:0.0:0.0:0.0:0.0:0.27511448:0.0:0.0:4.1357384:11.272273:6.7068224:0.0:0.0:18.87503:0.6954057:0.0:0.0:0.0:0.0:9.88259:17.274113:9.767275:0.0:1.4669778:0.0:0.0:2.6045823:0.0:0.0:6.4736953:0.0:0.0:21.235048:5.9640226:1.9098468:0.0:0.0:0.0:3.0044787:0.0:0.0:0.0:1.1835417:0.0:0.0:0.0:0.0:0.85373175:0.0:0.0:0.0:0.0:0.0:7.597041:0.145989:0.0:0.0:0.0:20.01842:11.350574:3.2071383:7.22281:3.0206923:0.0:21.765419:0.0:0.0:0.0:0.0:3.9356396:15.164912:23.655296:0.0:0.0:0.0:0.0:18.146225:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:5.5004234:0.0:11.068253
1,1.454203:0.0:0.0:13.59137:0.0:0.0:0.0:6.950405:0.0:0.0:0.0:0.0:0.0:0.0:4.0275216:0.0:0.0:0.0:0.0:5.0357027:9.567082:5.5256066:0.0:6.998828:0.0:3.0912955:0.0:0.0:6.476945:16.115343:9.582332:11.459416:0.0:0.0:0.0:4.9203515:0.0:3.678166:0.0:0.7427566:0.0:0.0:13.43585:7.799656:0.0:0.0:0.0:0.0:5.6049786:0.0:0.0:0.0:5.749587:0.0:0.0:0.0:0.0:22.069508:2.9814482:0.0:0.0:0.0:0.0:1.8538682:4.7743344:0.0:0.0:10.416237:13.245747:5.6518445:7.87599:14.580187:12.879348:0.0:4.6904078:0.0:0.0:0.0:8.137256:4.040532:6.4004555:17.51937:0.0:0.0:0.0:0.58095616:11.813461:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.4520674:0.0:0.0:16.470964:0.14976841:0.0:0.0:6.4787235:0.0:0.0:0.0:11.933856:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.8968691:5.5081615:5.626449:3.2692351:0.0:15.2945795:0.0:1.0083488:0.0:0.0:6.4516926:15.6444:10.533918:8.466002:0.0:0.0:0.0:4.2446427:0.0:0.0:0.0:0.0:0.0:0.0:9.094427:0.9581451:2.7114718:0.0:0.0:0.0:7.226313:0.0:1.6741732:0.0:0.0:0.0:0.0:0.0:0.0:8.679473:0.0:0.0:0.0:0.0:0.0:4.4552455:2.1310802:0.0:0.0:0.0:16.3645:13.23318:11.90056:12.346769:9.426156:0.0:5.236711:0.0:0.4600889:0.0:10.7981205:8.195218:10.604724:15.603839:0.0:0.0:0.0:0.0:10.764271:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.439839:0.0:0.0:11.383158
3,0.58405876:0.0:0.0:0.0:0.0:9.615747:0.0:8.755042:0.0:0.0:5.977615:0.0:0.0:0.0:5.423235:0.0:0.0:0.0:0.0:0.0:14.49064:1.3777817:0.0:5.642059:0.0:3.3038678:0.0:0.0:14.095855:12.358164:20.133198:4.5607724:0.0:0.0:0.0:14.675442:0.0:0.0:0.0:0.0:0.0:0.0:0.031534925:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.95898235:0.0:7.017268:1.0648862:0.0:0.0:0.0:0.0:0.0:1.1247665:0.0:0.0:0.0:0.0:4.005089:5.4687486:7.408642:0.0:2.35756:0.0:0.0:0.0:0.016972523:0.0:1.7285743:15.279406:0.13423526:1.4482092:0.0:0.0:0.0:7.412506:14.073374:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:6.9730062:5.7716174:0.0:0.0:0.8675636:0.0:0.0:3.6995716:0.0:0.0:2.9721057:6.538718:0.0:3.1396096:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.70934826:4.3359594:2.5832996:0.0:0.0:2.4421918:2.1404536:0.0:0.0:3.2445364:4.221556:6.3917418:9.559808:0.0:0.0:0.0:0.8049177:0.17722501:0.35245118:0.0:0.0:0.0:0.0:12.553047:0.0:0.0:0.0:0.0:0.0:0.76951987:0.0:0.0:0.0:0.0:0.0:0.76377416:0.0:0.0:5.641804:0.0:0.0:0.0:0.0:0.0:3.5413744:3.0301585:0.0:0.0:0.0:7.7671394:4.0312443:3.2814834:0.47876644:2.2441485:0.0:2.5084062:3.0863562:0.0:0.0:2.1292496:0.0:2.913347:10.831365:0.0:0.0:0.0:2.3335853:12.359684:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.327414:0.25650343:0.0:5.475017
